timestamp,timeTaken,epoch,train_loss,test_loss
1526394218.0613112,14.957504034042358,0,0.2237870194503601,5.305507548061418
1526394232.8516836,14.790093183517456,1,0.04396672684431375,5.230543981363744
1526394247.5229726,14.671018838882446,2,0.02610525773653235,4.9859411539854825
1526394262.28371,14.760350704193115,3,0.019605091645348367,4.906392253475425
1526394276.9932902,14.70940089225769,4,0.017182557382107028,7.6227084471855635
1526394291.613144,14.619440078735352,5,0.016030701071496845,6.107143575026665
1526394306.336055,14.722870111465454,6,0.012004763550467206,6.665532318162329
1526394320.8595672,14.523470163345337,7,0.011336933712796466,7.695061381952263
1526394335.5396206,14.679895639419556,8,0.012487441112475543,5.9224174795327365
1526394350.3584838,14.818727016448975,9,0.011054142165253042,7.938125532350423
1526394365.0731835,14.714080095291138,10,0.01168825501614291,4.439193805058797
1526394379.8205435,14.747291326522827,11,0.011288748435165318,8.615934242436916
1526394394.4331853,14.612596035003662,12,0.00832163302353848,8.188782334327698
1526394409.0354052,14.602171182632446,13,0.00673832568350987,8.523729464154185
1526394423.6788163,14.643373012542725,14,0.006120078538390262,7.621301191824454
1526394438.3536944,14.674196720123291,15,0.006205627264210798,7.783456159226688
1526394452.9503238,14.59641981124878,16,0.005462779885093231,9.884798722502627
1526394467.615044,14.66459345817566,17,0.00706465467939679,8.619994463743987
1526394482.2609417,14.645803213119507,18,0.005305420400560751,9.682143908959848
1526394496.828335,14.567357778549194,19,0.0068010128851967505,10.4064644648705
1526394511.6599052,14.83077335357666,20,0.005003994927827506,11.110398251333354
1526394526.4914663,14.831440210342407,21,0.005118274427854124,9.795551857830565
1526394541.078624,14.587033748626709,22,0.005257023095498371,9.807509675438022
1526394555.8464007,14.76764464378357,23,0.004848936408414126,11.789090162442054
1526394570.5636642,14.716982126235962,24,0.004339683513878928,9.43483144559978
1526394585.2210917,14.656295776367188,25,0.004050862432675428,9.199983874956766
1526394600.0166378,14.795389890670776,26,0.005456734996966097,9.52067181504803
1526394614.669936,14.653209209442139,27,0.0036876749098122235,9.352727526499901
1526394629.3592553,14.68926739692688,28,0.0034779026367193124,9.624721456457067
1526394643.9625165,14.603209495544434,29,0.0033691155435958404,9.605070339308845
1526394658.6171298,14.653592586517334,30,0.0032923033642743627,9.138414611051113
1526394673.370149,14.752961158752441,31,0.0028950086849660016,12.740501686378762
1526394688.15754,14.787149429321289,32,0.004111844267299875,9.093597209012067
1526394702.9157481,14.758089065551758,33,0.0036541631168410076,10.783249969835635
1526394717.5780509,14.662226915359497,34,0.003191749697109615,9.742247351893672
1526394732.4151073,14.835918188095093,35,0.003551247793853455,8.587782009148304
1526394747.044546,14.629297971725464,36,0.002872508464927131,9.020646973892495
1526394761.823687,14.77901840209961,37,0.0026671139664163354,8.46531394381582
1526394776.4354067,14.611592054367065,38,0.0027654783982823763,9.37466475404339
1526394791.048352,14.6127769947052,39,0.002054442542332567,12.031080334274858
1526394805.857492,14.807974100112915,40,0.0036026979652089186,10.8338609698378
1526394820.5402677,14.682542562484741,41,0.003941694958787171,11.263784776499241
1526394835.2189107,14.678556203842163,42,0.004692760260735902,10.753948567826072
1526394849.8920643,14.673110961914062,43,0.0021541457717018926,11.421185714227182
1526394864.6229796,14.730801820755005,44,0.002986518872798049,10.654601375261942
1526394879.2800798,14.655536651611328,45,0.0030609462206625093,8.950214746557636
1526394893.8905723,14.610370635986328,46,0.002398500817265944,8.835358485763456
1526394908.6328595,14.74224066734314,47,0.0019412781006321286,11.811360556402324
1526394923.3978052,14.764905214309692,48,0.002662935404601646,10.624666902754042
1526394938.1024716,14.704589128494263,49,0.0020754443012882644,9.779474864771336
1526394952.95268,14.848891019821167,50,0.0025310378508932333,8.768032992327655
1526394967.7799196,14.82711935043335,51,0.0031114402313788562,8.014600190115564
1526394982.4502947,14.670096158981323,52,0.001975165993170069,10.219883714193179
1526394997.037125,14.586724042892456,53,0.002387166160308977,6.6929195295145485
1526395011.646137,14.60895848274231,54,0.002903693394637849,8.713472754866988
1526395026.248393,14.600967645645142,55,0.0020208309543553148,8.803542989271659
1526395040.841172,14.59272313117981,56,0.0019535369629489936,8.946477781107395
1526395055.6300817,14.788864850997925,57,0.001514720778067627,12.366356122640916
1526395070.227359,14.597224712371826,58,0.0016725221142704092,10.501823057363064
1526395084.9463522,14.718861103057861,59,0.0028908336986533715,10.358430100075992
1526395099.7264438,14.77856731414795,60,0.0018793620848696992,8.227620289649492
1526395114.4633136,14.736770391464233,61,0.0014049336935473406,10.601742994638137
1526395129.0731554,14.60971713066101,62,0.002042976009967356,7.898522525657842
1526395143.794736,14.721533298492432,63,0.0012793710373234953,11.130896633054004
1526395158.4653738,14.670602798461914,64,0.0018187082062829294,9.754758069544662
1526395173.1369305,14.67004680633545,65,0.002183875005213197,11.844917144304441
1526395187.773047,14.63605809211731,66,0.0024536443383212803,10.97693263159858
1526395202.41928,14.646188735961914,67,0.0020870796315881697,9.65809111094769
1526395217.055773,14.636393547058105,68,0.002052928378508655,10.798070763364251
1526395231.7352686,14.679327964782715,69,0.0014052408417428474,9.831596530513998
1526395246.5147653,14.777779340744019,70,0.0016362131813576772,9.619965272185244
1526395261.2037354,14.688838958740234,71,0.0012375981453619867,8.961068724408563
1526395275.8434448,14.639658451080322,72,0.0017984897870628076,10.902112260276889
1526395290.5472996,14.703807592391968,73,0.0021325700488593778,9.145609499495706
1526395305.327871,14.780523300170898,74,0.0015901526470825452,13.124932768904133
